path,id_comicbook,id_comicbook_info,calidad,en_papelera
/mnt/Green/Comics/Thundercats/07.Thundercats - El Regreso #01.howtoarsenio.blogspot.com.cbr,4910,119116,0,0
/mnt/Green/Comics/Thundercats/01.Thundercats Vol1 #01.howtoarsenio.blogspot.com.cbr,4911,78446,0,0
/mnt/Green/Comics/Thundercats/02.Thundercats Vol1 #02.howtoarsenio.blogspot.com.cbr,4912,78447,0,0
/mnt/Green/Comics/Thundercats/03.Thundercats Vol1 #03.howtoarsenio.blogspot.com.cbr,4913,78448,0,0
/mnt/Green/Comics/Thundercats/04.Thundercats Vol1 #04.howtoarsenio.blogspot.com.cbr,4914,78449,0,0
/mnt/Green/Comics/Thundercats/05.Thundercats Vol1 #05.howtoarsenio.blogspot.com.cbr,4915,78450,0,0
/mnt/Green/Comics/Thundercats/06.Thundercats Vol1 #06.howtoarsenio.blogspot.com.cbr,4916,78451,0,0
/mnt/Green/Comics/Thundercats/08.Thundercats - El Regreso #02.howtoarsenio.blogspot.com.cbr,4917,119167,0,0
/mnt/Green/Comics/Thundercats/09.Thundercats - El Regreso #03.howtoarsenio.blogspot.com.cbr,4918,119168,0,0
/mnt/Green/Comics/Thundercats/10.Thundercats - El Regreso #04.howtoarsenio.blogspot.com.cbr,4919,119169,0,0
/mnt/Green/Comics/Thundercats/11.Thundercats - El Regreso #05.howtoarsenio.blogspot.com.cbr,4920,119172,0,0
/mnt/Green/Comics/Thundercats/12.Thundercats - Perros de Guerra #01.howtoarsenio.blogspot.com.cbr,4921,141411,0,0
/mnt/Green/Comics/Thundercats/13.Thundercats - Perros de Guerra #02.howtoarsenio.blogspot.com.cbr,4922,141412,0,0
/mnt/Green/Comics/Thundercats/14.Thundercats - Perros de Guerra #03.howtoarsenio.blogspot.com.cbr,4923,141738,0,0
/mnt/Green/Comics/Thundercats/15.Thundercats - Perros de Guerra #04.howtoarsenio.blogspot.com.cbr,4924,143019,0,0
/mnt/Green/Comics/Thundercats/16.Thundercats - Perros de Guerra #05.howtoarsenio.blogspot.com.cbr,4925,143083,0,0
/mnt/Green/Comics/Thundercats/17.Thundercats - Revancha de Hammerhand #01.howtoarsenio.blogspot.com.cbr,4926,143280,0,0
/mnt/Green/Comics/Thundercats/18.Thundercats - Revancha de Hammerhand #02.howtoarsenio.blogspot.com.cbr,4927,143469,0,0
/mnt/Green/Comics/Thundercats/19.Thundercats - Revancha de Hammerhand #03.howtoarsenio.blogspot.com.cbr,4928,143493,0,0
/mnt/Green/Comics/Thundercats/20.Thundercats - Revancha de Hammerhand #04.howtoarsenio.blogspot.com.cbr,4929,143607,0,0
/mnt/Green/Comics/Thundercats/21.Thundercats - Revancha de Hammerhand #05.howtoarsenio.blogspot.com.cbr,4930,143738,0,0
/mnt/Green/Comics/Thundercats/22.Thundercats - Origenes 01 - Heroes y Villanos.howtoarsenio.blogspot.com.cbr,4931,144238,0,0
/mnt/Green/Comics/Thundercats/23.Thundercats - Origenes 02 - Villanos y Heroes.howtoarsenio.blogspot.com.cbr,4932,144411,0,0
/mnt/Green/Comics/Thundercats/26.Superman - Thundercats.cbr,4933,,0,0
/mnt/Green/Comics/TopCow/Aphrodite IX-Cyber Force 001 (2014) (Digital) (Darkness-Empire).cbr,4934,,0,0
/mnt/Green/Comics/TopCow/Artifacts 002 (2010) (Armageddon Expo Variant Cover) (Tarutaru-DCP-HD).cbr,4935,236452,0,0
/mnt/Green/Comics/TopCow/Artifacts 002 (2010) (Digital) (Nahga-Empire).cbr,4936,236452,0,0
/mnt/Green/Comics/TopCow/Artifacts 003 (2010) (2nd Printing Variant Cover) (Taruataru-DCP-HD).cbr,4937,239876,0,0
/mnt/Green/Comics/TopCow/Artifacts 003 (2010) (Digital) (Nahga-Empire).cbr,4938,239876,0,0
/mnt/Green/Comics/TopCow/Artifacts 004 (2010) (Digital) (Zone-Empire) [1920px].cbr,4939,250788,0,0
/mnt/Green/Comics/TopCow/Artifacts 005 (2011) (2nd Printing Variant Cover) (Taruataru-DCP-HD).cbr,4940,259490,0,0
/mnt/Green/Comics/TopCow/Artifacts 005 (2011) (Digital).cbr,4941,259490,0,0
/mnt/Green/Comics/TopCow/Artifacts 006 (2011) (Digital -) (Zone-Empire).cbr,4942,266052,0,0
/mnt/Green/Comics/TopCow/Artifacts 007 (2011) (Digital -) (Zone-Empire).cbr,4943,269525,0,0
/mnt/Green/Comics/TopCow/Artifacts 008 (2011) (Digital -) (Zone-Empire).cbr,4944,276826,0,0
/mnt/Green/Comics/TopCow/Artifacts 009 (2011) (Digital -) (Zone-Empire).cbr,4945,285352,0,0
/mnt/Green/Comics/TopCow/Artifacts 010 (2011) (digital-Leifman).cbr,4946,293715,0,0
/mnt/Green/Comics/TopCow/Artifacts 011 (2011) (digital-Empire).cbr,4947,301819,0,0
/mnt/Green/Comics/TopCow/Artifacts 012 (2011) (Digital) (KingMooz-Empire).cbr,4948,308667,0,0
/mnt/Green/Comics/TopCow/Artifacts 013 (2012) (Digital) (KingMooz-Empire).cbr,4949,309478,0,0
/mnt/Green/Comics/TopCow/Artifacts 014 (2012) (Digital) (KingMooz-Empire).cbr,4950,315017,0,0
/mnt/Green/Comics/TopCow/Artifacts 015 (2012) (digital) (TheHand-Empire).cbr,4951,321555,0,0
/mnt/Green/Comics/TopCow/Artifacts 016 (2012) (Digital) (Nahga-Empire).cbr,4952,329698,0,0
/mnt/Green/Comics/TopCow/Artifacts 017 (2012) (Digital) (Nahga-Empire).cbr,4953,334991,0,0
/mnt/Green/Comics/TopCow/Artifacts - Lost Tales OS (2015) (Digital) (DR & Quinch-Empire).cbr,4954,,0,0
/mnt/Green/Comics/TopCow/Artifacts - Origins - KikoScout&Kurapika.cbr,4955,,0,0
/mnt/Green/Comics/TopCow/Artifacts 000 (FCBD 2010) (Digital) (UberSoldier-DCP).cbr,4956,211451,0,0
/mnt/Green/Comics/TopCow/Artifacts 001 (2010) (Digital) (HD) (UberSoldier-DCP).cbr,4957,226876,0,0
/mnt/Green/Comics/TopCow/Artifacts 002 (2010) (2nd Printing Variant Cover) (Taruataru-DCP-HD).cbr,4958,236452,0,0
/mnt/Green/Comics/TopCow/Artifacts 007 (2011) (Top Cow Store Exclusive Cover) (Taruataru-DCP-HD).cbr,4959,269525,0,0
/mnt/Green/Comics/TopCow/Artifacts 018 (2012) (Digital) (Nahga-Empire).cbr,4960,338574,0,0
/mnt/Green/Comics/TopCow/Artifacts 029 (2013) (Digital) (Darkness-Empire).cbr,4961,417943,0,0
/mnt/Green/Comics/TopCow/Artifacts 14 - KikoScout&Kurapika.cbr,4962,315017,0,0
/mnt/Green/Comics/TopCow/Artifacts 019 (2012) (D1920) (Nahga-Empire).cbr,4963,344171,0,0
/mnt/Green/Comics/TopCow/Artifacts 020 (2012) (Digital) (Fawkes-Empire).cbr,4964,349249,0,0
/mnt/Green/Comics/TopCow/Artifacts 021 (2012) (D1920) (Nahga-Empire).cbr,4965,357645,0,0
/mnt/Green/Comics/TopCow/Artifacts 022 (2012) (D1920) (Nahga-Empire).cbr,4966,363065,0,0
/mnt/Green/Comics/TopCow/Artifacts 023 (2012) (Digital) (Nahga-Empire).cbr,4967,372341,0,0
/mnt/Green/Comics/TopCow/Artifacts 024 (2013) (Digital) (Nahga-Empire).cbr,4968,378860,0,0
/mnt/Green/Comics/TopCow/Artifacts 025 (2013) (Digital) (Nahga-Empire).cbr,4969,388529,0,0
/mnt/Green/Comics/TopCow/Artifacts 026 (2013) (Digital) (Nahga-Empire).cbr,4970,394663,0,0
/mnt/Green/Comics/TopCow/Artifacts 027 (2013) (2 Covers) (Digital) (Darkness-Empire).cbr,4971,400126,0,0
/mnt/Green/Comics/TopCow/Artifacts 028 (2013) (Digital) (Darkness-Empire).cbr,4972,410330,0,0
/mnt/Green/Comics/TopCow/Artifacts 15 - KikoScout&Kurapika.cbr,4973,321555,0,0
/mnt/Green/Comics/TopCow/Artifacts 16 (2012) [ntellez@CRG].cbr,4974,329698,0,0
/mnt/Green/Comics/TopCow/Artifacts 17 (2012) [ntellez@CRG].cbr,4975,334991,0,0
/mnt/Green/Comics/TopCow/Artifacts 18 (2012) [ntellez@CRG].cbr,4976,338574,0,0
/mnt/Green/Comics/TopCow/Artifacts 19 (2012) [ntellez@CRG].cbr,4977,344171,0,0
/mnt/Green/Comics/TopCow/Artifacts 20 (2012) [ntellez@CRG].cbr,4978,349249,0,0
/mnt/Green/Comics/TopCow/Artifacts 21 (2012) [ntellez@CRG].cbr,4979,357645,0,0
/mnt/Green/Comics/TopCow/Artifacts-032_Cleto_AT.K0ala.HTAL.cbr,4980,435102,0,0
/mnt/Green/Comics/TopCow/Artifacts 029 [ntellez@CRG 12o Aniv].cbr,4981,417943,0,0
/mnt/Green/Comics/TopCow/Artifacts 030 (2013) (Digital) (Darkness-Empire).cbr,4982,420618,0,0
/mnt/Green/Comics/TopCow/Artifacts 030 [ntellez@CRG 12o Aniv].cbr,4983,420618,0,0
/mnt/Green/Comics/TopCow/Artifacts 031 (2013) (Digital) (Darkness-Empire).cbr,4984,427029,0,0
/mnt/Green/Comics/TopCow/Artifacts 031 [ntellez@CRG 12o Aniv].cbr,4985,427029,0,0
/mnt/Green/Comics/TopCow/Artifacts 032 (2013) (Digital) (Darkness-Empire).cbr,4986,435102,0,0
/mnt/Green/Comics/TopCow/Artifacts 033 (2014) (Digital) (Darkness-Empire).cbr,4987,440269,0,0
/mnt/Green/Comics/TopCow/Artifacts 036 (2014) (Digital) (Darkness-Empire).cbr,4990,449620,0,0
/mnt/Green/Comics/TopCow/Artifacts 037 (2014) (Digital) (Darkness-Empire).cbr,4991,453448,0,0
/mnt/Green/Comics/TopCow/Artifacts 038 (2014) (Digital) (Darkness-Empire).cbr,4992,462924,0,0
/mnt/Green/Comics/TopCow/Artifacts 039 (2014) (Digital) (Darkness-Empire).cbr,4993,465871,0,0
/mnt/Green/Comics/TopCow/Tales of Honor 000 (FCBD 2015) (digital) (Minutemen-Faessla).cbz,4994,,0,0
/mnt/Green/Comics/TopCow/Tales of Honor 001 (2014) (digital) (Son of Ultron-Empire).cbr,4995,,0,0
/mnt/Green/Comics/TopCow/Tales of Honor 003 (2014) (Digital) (Cypher-Empire).cbr,4996,,0,0
/mnt/Green/Comics/TopCow/Tales of Honor 004 (2014) (Digital) (Cypher-Empire).cbr,4997,,0,0
/mnt/Green/Comics/TopCow/Tales of Honor 005 (2014) (Digital) (Cypher-Empire).cbr,4998,,0,0
/mnt/Green/Comics/TopCow/Tales_of_Honor_002_(2014)_(digital)_(Son_of_Ultron-Empire).cbr,4999,,0,0
/mnt/Green/Comics/Image Week (03-29-2017)/Outcast 026 (2017) (digital) (Minutemen-Midas).cbr,5008,,0,0
/mnt/Green/Comics/Image Week (03-29-2017)/Postal 019 (2017) (Digital) (Zone-Empire).cbr,5009,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Black Cloud 001 (2017) (digital) (Son of Ultron-Empire).cbr,5010,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Extremity 002 (2017) (Digital) (Mephisto-Empire).cbr,5012,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Mighty Man 001 (2017) (Digital) (Zone-Empire).cbr,5013,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Planetoid Praxis 003 (2017) (Digital) (Mephisto-Empire).cbr,5015,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Sons of the Devil 011 (2017) (Digital) (Zone-Empire).cbr,5017,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/Sun Bakery 002 (2017) (Digital) (Zone-Empire).cbr,5018,,0,0
/mnt/Green/Comics/Image Week (04-05-2017)/They're Not Like Us 015 (2017) (digital) (450dpi) (Minutemen-Faessla).cbz,5020,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Infamous Iron Man 009 (2017) (digital) (Oroboros-DCP).cbr,5021,605119,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/'Namwolf 003 (2017) (digital) (Son of Ultron-Empire).cbr,5022,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Action Comics 982 (2017) (2 covers) (digital) (Minutemen-Thoth).cbz,5024,605045,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Action Comics 982 (2017) (2 covers) (Digital) (Zone-Empire).cbr,5025,605045,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Action Comics 982 (2017) (Webrip) (The Last Kryptonian-DCP).cbr,5026,605045,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/All-New Guardians Of The Galaxy Annual 001 (2017) (digital) (Oroboros-DCP).cbr,5027,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Amazing Spider-Man 029 (2017) (Digital) (Zone-Empire).cbr,5028,605105,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Astro City 045 (2017) (digital) (Son of Ultron-Empire).cbr,5029,605046,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Bankshot 001 (2017) (digital) (Son of Ultron-Empire).cbr,5030,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Batgirl 012 (2017) (2 covers) (Digital) (Zone-Empire).cbr,5031,605047,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Batman - Elmer Fudd Special 001 (2017) (2 covers) (digital) (Son of Ultron-Empire).cbr,5032,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Batman - Shadow 03 (of 06) (2017) (3 covers) (digital) (Son of Ultron-Empire).cbr,5033,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Beautiful Canvas 001 (2017) (digital) (Son of Ultron-Empire).cbr,5034,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Ben Reilly - Scarlet Spider 004 (2017) (Digital) (Zone-Empire).cbr,5035,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Black Panther 015 (2017) (Digital) (Zone-Empire).cbr,5037,605107,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Blackhand Ironhead 002 (2017) (digital) (panelsyndicate.com).cbr,5038,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/All-New Guardians of the Galaxy Annual 001 (2017) (Digital) (Zone-Empire).cbr,5039,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Blood Brothers - Hermanos de Sangre 001 (2017) (digital) (Son of Ultron-Empire).cbr,5041,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/DC Super Hero Girls 006 - Out of the Bottle (2017) (digital) (Son of Ultron-Empire).cbr,5042,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Detective Comics 959(2017)(2 covers)(Digital)(TLK-EMPIRE-HD).cbr,5043,605058,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Duck Avenger 005 (2017) (webrip) (Gearloose-DCP).cbr,5044,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/G.I. Joe - A Real American Hero 241 (2017) (digital) (Minutemen-Midas).cbr,5045,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/I Am Groot 002 (2017) (digital) (Minutemen-Slayer).cbr,5046,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Blue Beetle 010 (2017) (2 covers) (Digital) (Zone-Empire).cbr,5047,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Cable 002 (2017) (digital) (Minutemen-Slayer).cbr,5048,605108,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Cable 002 (2017) (digital) (Oroboros-DCP).cbr,5049,605108,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Cable 002 (2017) (Digital) (Zone-Empire).cbr,5050,605108,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Clue 01 (2017) (Digital) (BlackManta-Empire).cbr,5051,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Conan the Slayer 010 (2017) (digital) (Son of Ultron-Empire).cbr,5052,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Deadpool vs. The Punisher 005 (2017) (Digital) (Zone-Empire).cbr,5053,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Deadpool vs. The Punisher 05 (of 05) (2017) (digital) (Minutemen-Slayer).cbr,5054,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Defenders 002 (2017) (digital) (Minutemen-Slayer).cbr,5055,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Defenders 002 (2017) (Digital) (Zone-Empire).cbr,5056,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Detective Comics 959 (2017) (2 covers) (digital) (Minutemen-Slayer).cbr,5057,605058,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Detective Comics 959 (2017) (Webrip) (The Last Kryptonian-DCP).cbr,5058,605058,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Doctor Aphra 008 (2017) (Digital) (Kileko-Empire).cbr,5059,605130,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Doctor Strange and the Sorcerers Supreme 009 (2017) (digital) (Minutemen-Bookworm).cbr,5060,605111,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Doctor Strange and the Sorcerers Supreme 009 (2017) (Digital) (Zone-Empire).cbr,5061,605111,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Duck Avenger 005 (2017) (digital) (Salem-Empire).cbr,5063,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Edge of Venomverse 001 (2017) (Digital) (Zone-Empire).cbr,5064,605112,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Eleanor & The Egret 003 (2017) (digital) (d'argh-Empire).cbr,5065,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Elektra 005 (2017) (digital) (Son of Ultron-Empire).cbr,5066,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Elephantmen 077 (2017) (digital) (Son of Ultron III-Empire).cbr,5067,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/G.I. Joe - A Real American Hero 241 (2017) (Digital) (Thornn-Empire).cbr,5069,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Ghostbusters 101 004 (2017) (Digital) (AnHeroGold-Empire).cbr,5070,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/I Am Groot 002 (2017) (digital) (Oroboros-DCP).cbr,5074,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/I Am Groot 002 (2017) (Digital) (Zone-Empire).cbr,5075,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Infamous Iron Man 009 (2017) (digital) (Minutemen-Thoth).cbz,5079,605119,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Infamous Iron Man 009 (2017) (Digital) (Zone-Empire).cbr,5080,605119,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Injustice 2 013 (2017) (digital) (Son of Ultron-Empire).cbr,5081,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Jean Grey 003 (2017) (Digital) (Zone-Empire).cbr,5082,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Jem and the Holograms - Infinite 001 (2017) (Digital) (BlackManta-Empire).cbr,5083,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Jonah Hex - Yosemite Sam Special 001 (2017) (2 covers) (digital) (Son of Ultron-Empire).cbr,5085,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Jughead 016 (2017) (digital) (Son of Ultron-Empire).cbr,5086,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Jungle Fantasy - Survivors 002 (2017) (ADULT) (Digital) (DR & Quinch-Empire).cbr,5087,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Justice League of America 009 (2017) (2 covers) (digital) (Minutemen-Slayer).cbr,5088,605063,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Justice League of America 009 (2017) (Digital) (Thornn-Empire).cbr,5089,605063,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Justice League of America 009 (2017) (Webrip) (The Last Kryptonian-DCP).cbr,5090,605063,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Kill Shakespeare - Juliet - Past is Prologue 003 (2017) (digital) (Son of Ultron-Empire).cbr,5091,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Magdalena 004 (2017) (Digital) (Thornn-Empire).cbr,5095,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Mass Effect - Discovery 002 (2017) (Digital) (Pirate-Empire).cbr,5096,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Medisin 002 (2017) (digital) (d'argh-Empire).cbr,5097,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Millennium - The Girl with the Dragon Tattoo 001 (2017) (4 covers) (digital) (d'argh-Empire).cbr,5098,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Moon Girl and Devil Dinosaur 020 (2017) (Digital) (Zone-Empire).cbr,5099,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Mother Panic 008 (2017) (2 covers) (Digital) (Zone-Empire).cbr,5100,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/No Angel 004 (2017) (digital) (Son of Ultron-Empire).cbr,5101,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Occupy Avengers 008 (2017) (Digital) (Zone-Empire).cbr,5102,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Pathfinder - Runescars 002 (2017) (3 covers) (Digital) (DR & Quinch-Empire).cbr,5103,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Poe Dameron 016 (2017) (Digital) (BlackManta-Empire).cbr,5104,605132,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Realmwalkers 005 (2017) (digital) (d'argh-Empire).cbr,5106,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Rebels - These Free and Independent States 004 (2017) (digital) (Son of Ultron-Empire).cbr,5107,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Redneck 003 (2017) (Digital) (Zone-Empire).cbr,5108,,0,0
"/mnt/Green/Comics/0-Day Week of 2017.06.28/Renato Jones, Season 2 - Freelancer 002 (2017) (digital) (Son of Ultron III-Empire).cbr",5109,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Rick and Morty 027 (2017) (digital) (d'argh-Empire).cbr,5110,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Riftworld Legends 001 (2017) (digital) (Son of Ultron-Empire).cbr,5111,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Robyn Hood Tarot (2017)(Digital)(TLK-EMPIRE-HD).cbr,5112,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Rough Riders - Riders on the Storm 004 (2017) (digital) (d'argh-Empire).cbr,5113,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Saga 044 (2017) (digital) (Minutemen-Thoth).cbz,5114,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Saga 044 (2017) (Digital) (Zone-Empire).cbr,5115,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Saucer State 002 (2017) (Digital) (Mephisto-Empire).cbr,5116,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Secret Empire 005 (2017) (Digital) (F) (Zone-Empire).cbr,5118,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Secret Weapons 01 (of 04) (2017) (digital) (Son of Ultron-Empire).cbr,5119,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Snowfall 009 (2017) (Digital) (Zone-Empire).cbr,5120,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Spawn 275 (2017) (Digital-Empire).cbr,5121,605100,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Spider-Gwen 021 (2017) (Digital) (Zone-Empire).cbr,5122,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Spider-Man Daily Strip 2017-06 (webrip by Lusiphur-DCP).cbz,5123,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Star Wars - Doctor Aphra 008 (2017) (digital) (Minutemen-Midas).cbr,5126,605130,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Star Wars - Droids Unplugged (2017) (Digital) (Kileko-Empire).cbr,5127,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Star Wars - Droids Unplugged 01 (2017) (digital) (Minutemen-Midas).cbr,5128,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Star Wars - Poe Dameron 016 (2017) (digital) (Minutemen-Midas).cbr,5129,605132,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Stargate Universe 001 (2017) (Digital) (Kileko-Empire).cbr,5130,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Street Fighter VS Darkstalkers 003 (2017) (Digital) (danke-Empire).cbz,5131,605155,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Suicide Squad 020 (2017) (2 covers) (digital) (Minutemen-Midas).cbr,5132,605068,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Suicide Squad 020 (2017) (Digital) (Thornn-Empire).cbr,5133,605068,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Supergirl - Being Super 004 (2017) (Digital) (Zone-Empire).cbr,5134,605069,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Teen Titans 009 (2017) (2 covers) (digital) (Minutemen-Thoth).cbz,5135,605072,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Teen Titans 009 (2017) (Digital) (Thornn-Empire).cbr,5136,605072,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Teenage Mutant Ninja Turtles 071 (2017) (Digital) (BlackManta-Empire).cbr,5137,604926,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Flash 025 (2017) (2 covers) (digital) (Minutemen-Thoth).cbz,5138,605059,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Flash 025 (2017) (2 covers) (Digital) (Zone-Empire).cbr,5139,605059,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Greatest Adventure 003 (2017) (3 covers) (digital) (Son of Ultron-Empire).cbr,5141,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Hellblazer 011 (2017) (2 covers) (digital) (Son of Ultron-Empire).cbr,5142,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Kamandi Challenge 006 (of 12) (2017) (Digital) (BlackManta-Empire).cbr,5143,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Mighty Captain Marvel 006 (2017) (Digital) (Zone-Empire).cbr,5144,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Punisher 013 (2017) (Digital) (BlackManta-Empire).cbr,5145,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Totally Awesome Hulk 020 (2017) (digital) (Minutemen-Midas).cbr,5146,605135,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Totally Awesome Hulk 020(2017)(Digital)(TLK-EMPIRE-HD).cbr,5147,605135,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Transformers - Lost Light 007 (2017) (digital) (Knight Ripper-Empire).cbr,5148,604927,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/The Transformers - Lost Light 007 (2017) (digital) (Minutemen-Phantasm).cbz,5149,604927,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Throwaways 009 (2017) (digital) (d'argh-Empire).cbr,5152,,0,0
/mnt/Green/Comics/0-Day Week of 2017.06.28/Underwinter 004 (2017) (digital) (d'argh-Empire).cbr,5153,,0,0
